Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Item_Outlet_Sales
19.25,Non-Edible,0.10819839199999999,Household,32.4558,1,Tier 1,Supermarket Type1,NC,578.3331
9.3,Regular,0.202387387,Fruits and Vegetables,59.5246,0,Tier 1,Grocery Store,FD,-40.318035
12.5,Regular,0.073673697,Canned,88.1198,2,Tier 3,Supermarket Type1,FD,666.75195
13.35,Regular,0.149366403,Snack Foods,180.56599999999997,0,Tier 1,Supermarket Type1,FD,-108.00443
19.0,Non-Edible,0.026981263999999998,Household,126.5336,0,Tier 2,Supermarket Type1,NC,578.3331
12.6,Non-Edible,0.082882475,Household,176.1054,1,Tier 1,Supermarket Type1,NC,578.3331
15.7,Non-Edible,0.161571797,Household,59.2562,2,Tier 2,Supermarket Type1,NC,589.739
11.15,Regular,0.105903322,Baking Goods,105.1648,2,Tier 2,Supermarket Type1,FD,-45.134285
16.5,Non-Edible,0.036698563999999996,Household,178.9318,1,Tier 1,Supermarket Type1,NC,578.3331
8.6,Non-Edible,0.090331655,Household,115.8176,1,Tier 1,Supermarket Type1,NC,578.3331
21.35,Low Fat,0.068929478,Canned,259.6278,1,Tier 1,Supermarket Type1,FD,623.1453
6.135,Low Fat,0.214004545,Fruits and Vegetables,173.6738,0,Tier 1,Grocery Store,FD,-28.149696
8.895,Low Fat,0.026338733,Frozen Foods,207.2954,0,Tier 2,Supermarket Type1,FD,-64.890816
11.5,Non-Edible,0.020974105,Health and Hygiene,132.3942,0,Tier 2,Supermarket Type1,NC,578.3331
6.63,Regular,0.104232541,Baking Goods,166.75,2,Tier 2,Supermarket Type1,FD,-45.134285
19.1,Low Fat,0.038781892000000005,Fruits and Vegetables,212.8586,2,Tier 2,Supermarket Type1,FD,-55.58394
9.27,Low Fat,0.06178729,Dairy,150.805,0,Tier 1,Supermarket Type1,FD,-64.890816
20.75,Regular,0.08407947699999999,Frozen Foods,181.2318,2,Tier 2,Supermarket Type1,FD,-45.134285
5.175,Low Fat,0.037610496,Canned,85.0224,2,Tier 2,Supermarket Type1,FD,648.098
17.75,Non-Edible,0.18629610300000002,Others,108.1912,2,Tier 3,Grocery Store,NC,653.6019
11.5,Regular,0.041967613,Frozen Foods,192.282,2,Tier 3,Supermarket Type1,FD,-45.134285
9.5,Regular,0.13281580199999998,Frozen Foods,228.3668,2,Tier 2,Supermarket Type1,FD,-45.134285
17.5,Low Fat,0.016828712,Meat,138.418,2,Tier 2,Supermarket Type1,FD,-37.608574
5.765,Low Fat,0.072707309,Frozen Foods,119.3098,2,Tier 2,Supermarket Type1,FD,-37.608574
13.35,Low Fat,0.09139213199999999,Snack Foods,151.1708,2,Tier 2,Supermarket Type1,FD,-37.608574
14.0,Regular,0.07022869799999999,Snack Foods,54.263999999999996,2,Tier 3,Grocery Store,FD,81.60658
12.35,Regular,0.072804407,Dairy,48.5692,2,Tier 2,Supermarket Type1,FD,-45.134285
14.0,Regular,0.136051058,Frozen Foods,53.56399999999999,2,Tier 2,Supermarket Type1,FD,-45.134285
8.6,Regular,0.128711271,Seafood,240.488,1,Tier 3,Supermarket Type3,FD,-22.342669
15.1,Low Fat,0.055159959,Fruits and Vegetables,217.8166,2,Tier 3,Supermarket Type1,FD,-55.58394
17.7,Low Fat,0.140206849,Breads,128.1994,1,Tier 3,Supermarket Type3,FD,855.42993
17.85,Low Fat,0.037903586,Soft Drinks,191.7188,2,Tier 2,Supermarket Type1,DR,-37.608574
9.0,Low Fat,0.0,Frozen Foods,215.8534,1,Tier 1,Supermarket Type1,FD,-64.890816
8.895,Low Fat,0.072338526,Breakfast,174.83700000000002,2,Tier 3,Supermarket Type1,FD,2.2122707
17.75,Low Fat,0.05518512,Fruits and Vegetables,143.7444,2,Tier 2,Supermarket Type1,FD,-55.58394
18.6,Non-Edible,0.118081664,Others,56.3588,2,Tier 3,Supermarket Type1,NC,589.739
13.65,Non-Edible,0.129274071,Health and Hygiene,55.993,2,Tier 3,Grocery Store,NC,653.6019
5.15,Regular,0.061426289,Meat,122.7388,1,Tier 3,Supermarket Type2,FD,-23.91515
19.2,Low Fat,0.100277478,Frozen Foods,110.4886,2,Tier 2,Supermarket Type1,FD,-37.608574
12.0,Regular,0.0,Meat,101.2042,2,Tier 3,Grocery Store,FD,81.60658
7.35,Regular,0.014423645,Fruits and Vegetables,241.3512,1,Tier 3,Supermarket Type2,FD,-41.890514
9.195,Regular,0.07804584,Meat,105.8596,0,Tier 2,Supermarket Type1,FD,-108.00443
17.5,Low Fat,0.015648383999999998,Fruits and Vegetables,182.5266,2,Tier 2,Supermarket Type1,FD,-55.58394
12.8,Low Fat,0.07617829,Fruits and Vegetables,98.541,1,Tier 1,Supermarket Type1,FD,-82.86618
7.97,Low Fat,0.021657301,Seafood,109.5596,2,Tier 2,Supermarket Type1,FD,-37.608574
18.75,Low Fat,0.052810244000000006,Snack Foods,190.3504,0,Tier 1,Supermarket Type1,FD,-64.890816
13.3,Regular,0.119596939,Fruits and Vegetables,62.4536,2,Tier 3,Grocery Store,FD,63.631226
13.1,Regular,0.098784586,Frozen Foods,195.8768,0,Tier 1,Supermarket Type1,FD,-108.00443
15.2,Low Fat,0.09168693900000001,Snack Foods,227.4352,2,Tier 3,Supermarket Type1,FD,-37.608574
11.8,Non-Edible,0.022889827999999997,Health and Hygiene,176.6686,2,Tier 2,Supermarket Type1,NC,589.739
13.224769381746881,Non-Edible,0.162450872,Household,250.5066,0,Tier 1,Grocery Store,NC,626.4032
6.965,Non-Edible,0.028592968,Household,156.7604,1,Tier 1,Supermarket Type1,NC,578.3331
9.8,Regular,0.072877673,Snack Foods,118.5098,0,Tier 1,Supermarket Type1,FD,-108.00443
11.5,Regular,0.020552693,Dairy,87.654,2,Tier 3,Supermarket Type1,FD,-45.134285
7.39,Non-Edible,0.067723308,Health and Hygiene,140.6812,2,Tier 3,Supermarket Type1,NC,589.739
8.05,Regular,0.164648458,Dairy,114.3518,0,Tier 2,Supermarket Type1,FD,-108.00443
14.5,Low Fat,0.06442287,Canned,152.4682,2,Tier 2,Supermarket Type1,FD,648.098
17.0,Non-Edible,0.126500085,Household,127.8362,2,Tier 2,Supermarket Type1,NC,589.739
17.25,Regular,0.125120258,Breakfast,41.848,2,Tier 3,Supermarket Type1,FD,11.328682
12.5,Regular,0.081918557,Fruits and Vegetables,89.8488,2,Tier 2,Supermarket Type1,FD,-63.109657
18.1,Low Fat,0.17832998100000003,Dairy,156.5288,2,Tier 2,Supermarket Type1,FD,-37.608574
4.88,Regular,0.133493205,Baking Goods,53.3298,0,Tier 1,Supermarket Type1,FD,-108.00443
20.2,Non-Edible,0.0,Household,94.4462,2,Tier 2,Supermarket Type1,NC,589.739
12.1,Low Fat,0.114778465,Baking Goods,223.0114,2,Tier 3,Supermarket Type1,FD,-37.608574
6.675,Non-Edible,0.021788889,Household,36.7874,2,Tier 2,Supermarket Type1,NC,589.739
13.8,Regular,0.014756014,Canned,89.7172,1,Tier 1,Supermarket Type1,FD,606.21136
12.0,Non-Edible,0.104654725,Health and Hygiene,258.7278,1,Tier 3,Supermarket Type2,NC,627.32446
16.0,Regular,0.173736289,Snack Foods,156.7972,2,Tier 2,Supermarket Type1,FD,-45.134285
13.690730769230765,Regular,0.0,Baking Goods,51.9008,1,Tier 3,Supermarket Type3,FD,-22.342669
16.85,Regular,0.0,Canned,93.712,2,Tier 3,Grocery Store,FD,793.4928
17.85,Low Fat,0.146655006,Breads,94.4436,1,Tier 1,Supermarket Type1,FD,816.61115
16.0,Regular,0.115496216,Fruits and Vegetables,58.2246,2,Tier 3,Supermarket Type1,FD,-63.109657
19.35,Low Fat,0.018481707,Canned,188.5214,1,Tier 3,Supermarket Type3,FD,677.8618
13.65,Regular,0.07872111,Dairy,187.62400000000002,2,Tier 3,Supermarket Type1,FD,-45.134285
15.0,Regular,0.13057987,Meat,235.4248,2,Tier 3,Grocery Store,FD,81.60658
12.15,Regular,0.058544215,Fruits and Vegetables,161.5552,2,Tier 2,Supermarket Type1,FD,-63.109657
13.3,Low Fat,0.079930344,Dairy,231.03,1,Tier 1,Supermarket Type1,FD,-64.890816
17.1,Non-Edible,0.067098169,Household,112.286,2,Tier 3,Supermarket Type1,NC,589.739
20.85,Low Fat,0.054312176,Baking Goods,179.766,2,Tier 3,Grocery Store,FD,29.38472
13.15,Regular,0.165359325,Fruits and Vegetables,171.6764,0,Tier 1,Supermarket Type1,FD,-125.97979
10.5,Regular,0.048479695,Dairy,47.5376,2,Tier 2,Supermarket Type1,FD,-45.134285
10.0,Low Fat,0.100213353,Snack Foods,113.5544,2,Tier 2,Supermarket Type1,FD,-37.608574
6.155,Regular,0.094581098,Meat,211.456,2,Tier 3,Supermarket Type1,FD,-45.134285
19.6,Regular,0.128760294,Snack Foods,169.4816,2,Tier 2,Supermarket Type1,FD,-45.134285
20.5,Low Fat,0.11960388,Baking Goods,107.9596,2,Tier 2,Supermarket Type1,FD,-37.608574
13.15,Non-Edible,0.092667032,Household,159.1604,0,Tier 1,Supermarket Type1,NC,578.3331
14.8,Non-Edible,0.019510678,Health and Hygiene,196.9794,1,Tier 1,Supermarket Type1,NC,578.3331
8.985,Regular,0.057917007,Frozen Foods,128.131,1,Tier 1,Supermarket Type1,FD,-108.00443
7.535,Regular,0.065976009,Fruits and Vegetables,249.0092,1,Tier 3,Supermarket Type3,FD,-40.318035
12.867061281337076,Regular,0.279650277,Fruits and Vegetables,147.3102,0,Tier 1,Grocery Store,FD,-40.318035
17.35,Regular,0.027610867,Canned,86.0856,0,Tier 1,Supermarket Type1,FD,606.21136
17.75,Low Fat,0.030607757000000003,Dairy,256.6672,2,Tier 2,Supermarket Type1,FD,-37.608574
11.0,Low Fat,0.075591785,Baking Goods,111.6544,1,Tier 3,Supermarket Type3,FD,-10.174335
9.6,Non-Edible,0.029689961,Household,45.7086,1,Tier 1,Supermarket Type1,NC,578.3331
12.8,Regular,0.079010526,Dairy,184.5608,2,Tier 3,Supermarket Type1,FD,-45.134285
6.215,Low Fat,0.069268825,Meat,116.9808,0,Tier 1,Grocery Store,FD,-10.174335
6.195,Regular,0.109283423,Baking Goods,121.9098,2,Tier 3,Supermarket Type1,FD,-45.134285
8.71,Low Fat,0.140015944,Canned,46.3376,2,Tier 2,Supermarket Type1,FD,648.098
9.5,Low Fat,0.046358964,Hard Drinks,62.3878,1,Tier 3,Supermarket Type3,DR,-17.675705
14.15,Low Fat,0.184545287,Soft Drinks,82.1276,2,Tier 2,Supermarket Type1,DR,-37.608574
8.8,Low Fat,0.071833423,Snack Foods,210.0612,2,Tier 2,Supermarket Type1,FD,-37.608574
15.6,Low Fat,0.239530025,Breakfast,126.4994,2,Tier 3,Grocery Store,FD,69.20555
20.7,Low Fat,0.042903378,Dairy,176.2028,1,Tier 1,Supermarket Type1,FD,-64.890816
18.85,Low Fat,0.076272929,Fruits and Vegetables,145.7418,0,Tier 1,Grocery Store,FD,-28.149696
20.5,Low Fat,0.1420804,Starchy Foods,89.5172,2,Tier 2,Supermarket Type1,FD,130.91266
15.75,Low Fat,0.0,Hard Drinks,250.4382,0,Tier 2,Supermarket Type1,DR,-65.74574
8.43,Non-Edible,0.1784187,Household,171.1422,1,Tier 3,Supermarket Type2,NC,627.32446
15.1,Regular,0.09610043199999999,Meat,132.4942,0,Tier 1,Supermarket Type1,FD,-108.00443
15.85,Low Fat,0.034007573,Snack Foods,122.8756,0,Tier 1,Grocery Store,FD,-10.174335
12.0,Non-Edible,0.104210426,Health and Hygiene,262.0278,0,Tier 2,Supermarket Type1,NC,578.3331
17.2,Regular,0.0,Canned,147.0418,0,Tier 1,Supermarket Type1,FD,606.21136
12.8,Low Fat,0.023038155,Fruits and Vegetables,114.1492,1,Tier 3,Supermarket Type2,FD,-27.228428
6.42,Low Fat,0.053470662,Dairy,178.2002,0,Tier 1,Supermarket Type1,FD,-64.890816
8.975,Regular,0.009110086,Canned,101.79899999999999,2,Tier 2,Supermarket Type1,FD,666.75195
6.525,Non-Edible,0.090663534,Household,86.1882,1,Tier 3,Supermarket Type2,NC,627.32446
18.7,Regular,0.09157792199999999,Meat,181.7292,0,Tier 1,Supermarket Type1,FD,-108.00443
8.155,Low Fat,0.119636353,Meat,187.85299999999998,1,Tier 1,Supermarket Type1,FD,-64.890816
5.655,Low Fat,0.175435278,Soft Drinks,145.4102,2,Tier 2,Supermarket Type1,DR,-37.608574
12.65,Low Fat,0.12322207800000001,Meat,107.6938,1,Tier 1,Supermarket Type1,FD,-64.890816
19.2,Regular,0.084950573,Canned,155.7314,0,Tier 1,Supermarket Type1,FD,606.21136
15.15,Regular,0.066176944,Frozen Foods,146.076,0,Tier 1,Supermarket Type1,FD,-108.00443
13.15,Regular,0.037945599999999996,Snack Foods,89.1856,0,Tier 2,Supermarket Type1,FD,-108.00443
17.6,Non-Edible,0.015684078,Household,180.8976,0,Tier 2,Supermarket Type1,NC,578.3331
8.1,Regular,0.134323555,Canned,38.948,0,Tier 1,Supermarket Type1,FD,606.21136
17.25,Non-Edible,0.11398089199999999,Household,252.4724,1,Tier 3,Supermarket Type2,NC,627.32446
15.0,Regular,0.054333001,Canned,57.5904,2,Tier 3,Supermarket Type1,FD,666.75195
18.85,Regular,0.068337879,Dairy,118.044,2,Tier 2,Supermarket Type1,FD,-45.134285
7.865,Regular,0.078020807,Fruits and Vegetables,258.3646,1,Tier 3,Supermarket Type3,FD,-40.318035
14.0,Regular,0.031241476,Canned,53.864,2,Tier 3,Supermarket Type1,FD,666.75195
13.42606890459367,Regular,0.053620148,Snack Foods,250.4724,0,Tier 1,Grocery Store,FD,-22.342669
14.65,Non-Edible,0.011190025,Others,56.5614,0,Tier 1,Supermarket Type1,NC,578.3331
7.72,Regular,0.07515418900000001,Breads,77.7986,2,Tier 2,Supermarket Type1,FD,822.2957
6.785,Regular,0.042067625,Meat,41.4112,2,Tier 2,Supermarket Type1,FD,-45.134285
19.7,Low Fat,0.053222715999999996,Fruits and Vegetables,57.293,0,Tier 1,Supermarket Type1,FD,-82.86618
19.2,Non-Edible,0.18339782699999999,Others,239.9196,1,Tier 3,Supermarket Type2,NC,627.32446
16.2,Low Fat,0.063157164,Canned,99.47,2,Tier 2,Supermarket Type1,FD,648.098
16.0,Non-Edible,0.0,Household,229.3668,1,Tier 1,Supermarket Type1,NC,578.3331
19.85,Low Fat,0.08603811800000001,Frozen Foods,154.0998,1,Tier 3,Supermarket Type3,FD,-10.174335
7.235,Low Fat,0.10052795199999999,Snack Foods,194.9452,2,Tier 2,Supermarket Type1,FD,-37.608574
5.73,Low Fat,0.051791671,Soft Drinks,188.4898,0,Tier 2,Supermarket Type1,DR,-62.24555
12.1,Low Fat,0.148353512,Fruits and Vegetables,105.12799999999999,0,Tier 2,Supermarket Type1,FD,-82.86618
14.3,Regular,0.049878516,Meat,212.9586,1,Tier 3,Supermarket Type2,FD,-23.91515
19.5,Regular,0.0,Canned,161.392,1,Tier 1,Supermarket Type1,FD,606.21136
18.6,Low Fat,0.048085022000000005,Snack Foods,186.0898,1,Tier 3,Supermarket Type2,FD,-9.253067
17.6,Non-Edible,0.082460079,Health and Hygiene,158.49200000000002,1,Tier 1,Supermarket Type1,NC,578.3331
11.5,Low Fat,0.014857747,Starchy Foods,172.808,0,Tier 2,Supermarket Type1,FD,57.7252
14.85,Regular,0.053946745,Baking Goods,120.5072,2,Tier 2,Supermarket Type1,FD,-45.134285
15.1,Regular,0.087390335,Fruits and Vegetables,219.1456,0,Tier 2,Supermarket Type1,FD,-125.97979
8.785,Low Fat,0.026020287000000003,Fruits and Vegetables,122.1414,2,Tier 2,Supermarket Type1,FD,-55.58394
16.7,Regular,0.04258349,Dairy,121.1782,2,Tier 3,Supermarket Type1,FD,-45.134285
8.355,Low Fat,0.313934693,Canned,146.5418,2,Tier 3,Grocery Store,FD,715.09125
13.5,Regular,0.125250986,Snack Foods,263.691,0,Tier 2,Supermarket Type1,FD,-108.00443
16.6,Regular,0.042968607,Meat,102.8306,0,Tier 1,Grocery Store,FD,-22.342669
19.5,Regular,0.027323943,Canned,160.592,2,Tier 3,Supermarket Type1,FD,666.75195
18.0,Low Fat,0.122509775,Canned,154.8972,2,Tier 3,Grocery Store,FD,715.09125
12.15,Non-Edible,0.006773451,Others,123.67299999999999,2,Tier 2,Supermarket Type1,NC,589.739
7.51,Low Fat,0.017464427,Fruits and Vegetables,231.201,2,Tier 2,Supermarket Type1,FD,-55.58394
10.8,Non-Edible,0.034790615,Household,157.5972,0,Tier 1,Grocery Store,NC,626.4032
17.1,Regular,0.046799702,Canned,139.5838,0,Tier 2,Supermarket Type1,FD,606.21136
17.7,Low Fat,0.0,Frozen Foods,98.441,2,Tier 2,Supermarket Type1,FD,-37.608574
14.15,Low Fat,0.020710606,Fruits and Vegetables,122.9046,0,Tier 2,Supermarket Type1,FD,-82.86618
8.27,Non-Edible,0.018810043999999998,Health and Hygiene,240.488,0,Tier 2,Supermarket Type1,NC,578.3331
20.5,Low Fat,0.036426823,Frozen Foods,73.4696,2,Tier 2,Supermarket Type1,FD,-37.608574
20.6,Low Fat,0.082988383,Baking Goods,120.0756,0,Tier 2,Supermarket Type1,FD,-64.890816
8.63,Regular,0.028334038,Canned,172.9422,2,Tier 2,Supermarket Type1,FD,666.75195
5.885,Regular,0.09275376699999999,Canned,52.9982,0,Tier 2,Supermarket Type1,FD,606.21136
14.6,Non-Edible,0.099432046,Household,179.5976,2,Tier 3,Grocery Store,NC,653.6019
19.0,Low Fat,0.067552435,Snack Foods,132.5626,1,Tier 1,Supermarket Type1,FD,-64.890816
17.6,Low Fat,0.06965725,Soft Drinks,166.4526,2,Tier 3,Grocery Store,DR,26.25439
8.18,Non-Edible,0.013119104,Household,143.4154,2,Tier 3,Supermarket Type1,NC,589.739
6.635,Regular,0.006320841999999999,Baking Goods,118.9098,2,Tier 3,Supermarket Type1,FD,-45.134285
18.25,Low Fat,0.025573744,Snack Foods,198.4084,2,Tier 3,Grocery Store,FD,29.38472
19.2,Low Fat,0.0,Snack Foods,179.1318,1,Tier 3,Supermarket Type2,FD,-9.253067
18.6,Low Fat,0.0,Snack Foods,161.5236,2,Tier 3,Grocery Store,FD,29.38472
12.5,Regular,0.073884594,Canned,88.4198,2,Tier 2,Supermarket Type1,FD,666.75195
12.6,Low Fat,0.087589175,Fruits and Vegetables,112.3228,1,Tier 1,Supermarket Type1,FD,-82.86618
11.0,Non-Edible,0.055249787,Health and Hygiene,102.3358,2,Tier 2,Supermarket Type1,NC,589.739
10.5,Low Fat,0.052769434000000004,Frozen Foods,91.883,1,Tier 3,Supermarket Type2,FD,-9.253067
18.25,Low Fat,0.012275118,Fruits and Vegetables,160.3894,0,Tier 1,Supermarket Type1,FD,-82.86618
8.6,Regular,0.054792647,Breads,128.231,2,Tier 2,Supermarket Type1,FD,822.2957
13.8,Low Fat,0.097062093,Dairy,54.993,0,Tier 1,Supermarket Type1,DR,-62.24555
9.195,Non-Edible,0.048255647,Household,104.3622,1,Tier 3,Supermarket Type2,NC,627.32446
12.15,Low Fat,0.062287817999999995,Starchy Foods,36.2532,0,Tier 1,Supermarket Type1,FD,57.7252
9.6,Regular,0.014241321000000001,Snack Foods,188.6872,2,Tier 2,Supermarket Type1,FD,-45.134285
6.28,Low Fat,0.027705102000000002,Soft Drinks,88.0198,0,Tier 1,Supermarket Type1,DR,-62.24555
8.3,Regular,0.038179738,Dairy,88.7198,2,Tier 3,Supermarket Type1,FD,-45.134285
15.0,Low Fat,0.15398932699999998,Starchy Foods,107.7938,0,Tier 1,Supermarket Type1,FD,57.7252
20.2,Low Fat,0.13686337199999998,Canned,90.3804,0,Tier 1,Grocery Store,FD,677.8618
7.27,Low Fat,0.07147998400000001,Soft Drinks,114.9518,2,Tier 2,Supermarket Type1,DR,-37.608574
12.0,Low Fat,0.07566576700000001,Baking Goods,125.8388,1,Tier 1,Supermarket Type1,FD,-64.890816
10.1,Low Fat,0.032167198,Canned,48.7008,2,Tier 2,Supermarket Type1,FD,648.098
5.86,Low Fat,0.10947895,Fruits and Vegetables,172.608,1,Tier 3,Supermarket Type3,FD,-28.149696
6.365,Low Fat,0.012299525,Frozen Foods,62.5536,2,Tier 3,Grocery Store,FD,29.38472
19.7,Low Fat,0.079419801,Dairy,231.93,1,Tier 3,Supermarket Type3,FD,-2.6137035
9.395,Regular,0.132105843,Frozen Foods,85.3198,1,Tier 3,Supermarket Type2,FD,-23.91515
19.35,Regular,0.035915541,Fruits and Vegetables,119.6098,2,Tier 3,Grocery Store,FD,63.631226
10.0,Low Fat,0.09963085099999999,Snack Foods,110.0544,0,Tier 2,Supermarket Type1,FD,-64.890816
16.75,Non-Edible,0.281300211,Household,58.4562,0,Tier 1,Grocery Store,NC,626.4032
20.85,Low Fat,0.03964273,Meat,118.9808,2,Tier 2,Supermarket Type1,FD,-37.608574
20.5,Low Fat,0.036322846,Frozen Foods,76.5696,2,Tier 3,Supermarket Type1,FD,-37.608574
18.0,Low Fat,0.008540823000000001,Baking Goods,78.9618,0,Tier 1,Supermarket Type1,FD,-64.890816
8.01,Low Fat,0.070390053,Hard Drinks,35.0532,2,Tier 2,Supermarket Type1,DR,-41.108757
16.7,Low Fat,0.10221444699999999,Canned,180.7292,1,Tier 1,Supermarket Type1,FD,623.1453
9.895,Low Fat,0.168091997,Soft Drinks,236.4564,1,Tier 1,Supermarket Type1,DR,-62.24555
16.1,Low Fat,0.040173186,Fruits and Vegetables,114.2492,0,Tier 1,Grocery Store,FD,-28.149696
13.15,Low Fat,0.022791301,Fruits and Vegetables,158.692,0,Tier 2,Supermarket Type1,FD,-82.86618
5.92,Regular,0.019229853999999998,Soft Drinks,47.5692,1,Tier 1,Supermarket Type1,DR,-105.35917
14.85,Non-Edible,0.060978568,Household,252.3698,0,Tier 1,Supermarket Type1,NC,578.3331
18.85,Low Fat,0.036007962000000004,Meat,58.7562,2,Tier 3,Supermarket Type1,FD,-37.608574
8.3,Regular,0.03012626,Baking Goods,98.7384,2,Tier 3,Supermarket Type1,FD,-45.134285
9.1,Low Fat,0.174471667,Baking Goods,125.8362,2,Tier 2,Supermarket Type1,FD,-37.608574
5.675,Regular,0.023592684,Snack Foods,156.8288,1,Tier 3,Supermarket Type2,FD,-23.91515
5.465,Regular,0.022863556,Snack Foods,208.9928,1,Tier 3,Supermarket Type3,FD,-22.342669
5.425,Regular,0.11437714199999999,Baking Goods,90.3514,2,Tier 3,Supermarket Type1,FD,-45.134285
21.1,Non-Edible,0.010618776000000002,Household,232.5958,1,Tier 1,Supermarket Type1,NC,578.3331
7.475,Non-Edible,0.013140426,Household,216.2192,1,Tier 1,Supermarket Type1,NC,578.3331
10.1,Low Fat,0.16810069600000002,Soft Drinks,242.8512,2,Tier 2,Supermarket Type1,DR,-37.608574
9.6,Low Fat,0.036432936,Fruits and Vegetables,141.2154,1,Tier 3,Supermarket Type2,FD,-27.228428
5.73,Low Fat,0.0,Hard Drinks,234.1616,0,Tier 1,Grocery Store,DR,-17.675705
7.5,Low Fat,0.06688266400000001,Snack Foods,235.55900000000003,1,Tier 3,Supermarket Type3,FD,-10.174335
8.63,Regular,0.028276692000000003,Canned,173.6422,0,Tier 1,Supermarket Type1,FD,606.21136
20.6,Regular,0.030683106,Dairy,210.3244,2,Tier 2,Supermarket Type1,FD,-45.134285
9.285,Regular,0.04935691,Frozen Foods,243.6144,1,Tier 1,Supermarket Type1,FD,-108.00443
13.8,Low Fat,0.01328459,Canned,108.4254,1,Tier 1,Supermarket Type1,FD,623.1453
5.51,Non-Edible,0.034527402,Health and Hygiene,98.7726,1,Tier 1,Supermarket Type1,NC,578.3331
10.395,Low Fat,0.030205577999999997,Baking Goods,114.9176,1,Tier 1,Supermarket Type1,FD,-64.890816
12.15,Low Fat,0.015492081000000001,Frozen Foods,210.3928,2,Tier 2,Supermarket Type1,FD,-37.608574
19.6,Low Fat,0.0,Soft Drinks,82.3592,1,Tier 3,Supermarket Type3,DR,-14.175525
13.15,Low Fat,0.022888471,Fruits and Vegetables,160.292,1,Tier 3,Supermarket Type2,FD,-27.228428
8.39,Regular,0.02425475,Frozen Foods,114.0176,2,Tier 2,Supermarket Type1,FD,-45.134285
6.425,Low Fat,0.106915719,Soft Drinks,93.4436,0,Tier 1,Grocery Store,DR,-14.175525
10.395,Low Fat,0.030329279,Baking Goods,114.2176,2,Tier 2,Supermarket Type1,FD,-37.608574
18.25,Low Fat,0.0,Snack Foods,198.9084,2,Tier 3,Supermarket Type1,FD,-37.608574
17.5,Low Fat,0.043756539000000004,Snack Foods,252.9356,2,Tier 3,Grocery Store,FD,29.38472
14.35,Low Fat,0.080578893,Baking Goods,77.99600000000001,0,Tier 2,Supermarket Type1,FD,-64.890816
15.15,Regular,0.020526251000000002,Snack Foods,131.5284,2,Tier 3,Grocery Store,FD,81.60658
8.785,Low Fat,0.020661048,Soft Drinks,153.5656,1,Tier 3,Supermarket Type2,DR,-13.254256
13.85,Regular,0.056307919000000005,Breakfast,231.83,0,Tier 2,Supermarket Type1,FD,-43.866318
12.6,Regular,0.062688433,Frozen Foods,102.59899999999999,0,Tier 2,Supermarket Type1,FD,-108.00443
10.195,Low Fat,0.080226072,Snack Foods,121.244,2,Tier 3,Supermarket Type1,FD,-37.608574
12.277108208955255,Regular,0.017772986,Snack Foods,80.296,1,Tier 3,Supermarket Type3,FD,-22.342669
20.1,Regular,0.09138005199999999,Fruits and Vegetables,194.482,2,Tier 3,Grocery Store,FD,63.631226
7.145,Regular,0.152751673,Canned,49.535,1,Tier 3,Supermarket Type3,FD,691.87317
5.86,Regular,0.15072777199999998,Meat,154.9314,2,Tier 3,Supermarket Type1,FD,-45.134285
6.385,Regular,0.0,Snack Foods,36.3874,1,Tier 1,Supermarket Type1,FD,-108.00443
9.395,Regular,0.17177210899999998,Fruits and Vegetables,140.4838,1,Tier 3,Supermarket Type2,FD,-41.890514
19.7,Low Fat,0.06528898799999999,Canned,86.1198,2,Tier 2,Supermarket Type1,FD,648.098
18.35,Low Fat,0.09951272900000001,Fruits and Vegetables,94.4462,1,Tier 3,Supermarket Type2,FD,-27.228428
16.6,Low Fat,0.026532187999999998,Frozen Foods,53.5614,0,Tier 2,Supermarket Type1,FD,-64.890816
14.65,Non-Edible,0.08329002099999999,Household,160.4552,2,Tier 3,Supermarket Type1,NC,589.739
15.5,Regular,0.0,Frozen Foods,47.7692,2,Tier 2,Supermarket Type1,FD,-45.134285
11.15,Low Fat,0.057048102,Baking Goods,107.4622,2,Tier 2,Supermarket Type1,FD,-37.608574
17.7,Regular,0.135860131,Starchy Foods,183.4924,2,Tier 2,Supermarket Type1,FD,-77.08376
13.5,Low Fat,0.09441067300000001,Soft Drinks,189.0872,2,Tier 2,Supermarket Type1,DR,-37.608574
9.8,Non-Edible,0.09097735,Others,193.1478,2,Tier 2,Supermarket Type1,NC,589.739
7.59,Regular,0.145013434,Fruits and Vegetables,174.908,0,Tier 2,Supermarket Type1,FD,-125.97979
17.25,Regular,0.159518279,Fruits and Vegetables,61.5194,2,Tier 2,Supermarket Type1,FD,-63.109657
10.0,Regular,0.063209707,Snack Foods,126.6994,2,Tier 3,Grocery Store,FD,81.60658
12.3,Regular,0.064606757,Starchy Foods,93.0804,0,Tier 2,Supermarket Type1,FD,-142.0952
6.215,Low Fat,0.020334777,Fruits and Vegetables,35.3848,2,Tier 3,Grocery Store,FD,11.409352
17.7,Low Fat,0.029938936,Snack Foods,168.7816,0,Tier 1,Supermarket Type1,FD,-64.890816
17.2,Regular,0.056989027000000005,Fruits and Vegetables,225.3088,0,Tier 1,Supermarket Type1,FD,-125.97979
13.0,Non-Edible,0.082826206,Household,60.8194,0,Tier 2,Supermarket Type1,NC,578.3331
